"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","SHAPE_Length"
"CONC",1965,600,121.9,"2","2","2009","te puna wai","no",5,1,2,121.902856609639
"CONC",1912,686,240.46,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,1,240.461730267155
"CONC",1962,675,120.09,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,120.088075738336
"CONC",1962,675,98.3,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,98.296668077764
"CONC",1962,600,90.72,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,90.7211173433156
"CONC",1962,600,42.48,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,42.477236054329
"CONC",1962,675,28.93,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,28.9300455920055
"CONC",1965,675,127.26,"2","2","2011","te puna wai","no",5,3,2,127.255509344087
"CONC",2009,700,36.91,"2","1","2010","te puna wai","no",5,1,1,36.9084671228584
"CONC",2009,630,119.04,"2","1","2010","te puna wai","no",5,1,1,119.039694255027
"CONC",2009,630,47.87,"2","1","2010","te puna wai","no",5,1,1,47.8690461820683
"CONC",2009,630,183.49,"2","1","2010","te puna wai","no",5,1,1,183.487233313215
"BRICK",1927,1200,42.23,"3","3","2012","te puna wai","no",1,1,3,42.2315982651313
"BRICK",1927,1310,16.21,"3","3","2012","te puna wai","no",1,1,3,16.2058412024792
"CONC",1946,750,172.06,"3","2","2011","te puna wai","no",3,1,3,172.05975090778
"CONC",1946,750,20.68,"2","2","2012","te puna wai","no",1,1,3,20.6846679519523
"CONC",1962,600,78.1,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,78.096197289339
"CONC",1962,600,48.36,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,48.3633424925238
"CONC",1962,750,90.71,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,90.7142165161918
"CONC",1962,675,71.02,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,71.0244024059759
"CONC",1912,600,435.74,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",3,1,1,435.738004951199
"CONC",1958,750,670.6,"3","3","2018","CCTV Footage Review Log South_Latest.xls","no",1,3,3,670.604663390294
"CONC",1965,635,96.99,"2","2","2011","te puna wai","no",5,3,2,96.9938881045828
"CONC",1965,635,9,"2","None","None","None","no",1,3,2,8.99658880339898
"CONC",1965,635,108.32,"2","2","2011","te puna wai","no",1,3,2,108.318801883614
"CONC",1965,635,100.84,"2","2","2011","te puna wai","no",1,3,2,100.839348755498
"CONC",1959,750,11.99,"2","1","2013","te puna wai","no",3,3,3,11.9911905262418
"CONC",1959,750,74.26,"3","2","2016","te puna wai","no",5,3,3,74.2561223874308
"CONC",1959,750,97.35,"2","2","2016","te puna wai","no",1,1,3,97.3504858830271
"CONC",1928,600,76.99,"3","1","2010","te puna wai","no",1,1,5,76.9855753280133
"CONC",1928,600,121.94,"4","1","2010","te puna wai","no",5,1,5,121.938744349969
"CONC",1928,600,12.68,"5","None","None","None","no",5,3,5,12.6805094729881
"CONC",1920,600,172.86,"3","1","2010","te puna wai","no",1,1,5,172.85796716964
"CONC",1961,675,92.91,"2","2","2018","te puna wai","no",1,3,3,92.9134611872277
"CONC",1965,750,115.17,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,115.167474666703
"CONC",1965,750,635.01,"2","2","2009","te puna wai","no",1,3,2,635.007037217654
"PE",2012,710,120.75,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,1,120.754626891815
"CLS",1986,650,6.51,"3","3","2015","CCTV Footage Review Log South_Latest.xls","no",1,1,3,6.50742997261981
"CONC",1920,600,123.69,"3","2","2010","te puna wai","no",1,1,5,123.694024652334
"CONC",1920,600,199.77,"3","2","2010","te puna wai","no",1,1,5,199.768688246755
"CONC",1920,600,90.46,"4","3","2010","te puna wai","no",5,1,5,90.4615808397515
"CONC",1964,600,60.36,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,3,2,60.3557512129316
"CONC",1964,600,103.79,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,103.786005537782
"CONC",1920,750,94.71,"4","3","2010","te puna wai","no",5,1,5,94.7127907281848
"CONC",1964,600,106.09,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,106.087839968069
"CONC",1965,750,126.92,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",3,5,2,126.92218675044
"CONC",1965,750,95.31,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,2,95.3126001584452
"CONC",1988,600,19.38,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,1,19.3769104660819
"CONC",1965,724,57.29,"2","2","2014","te puna wai","no",1,1,2,57.2912390116761
"CONC",1964,800,193.07,"4","4","2015","te puna wai","no",3,3,2,193.06993699317
"CONC",1964,800,163.25,"3","3","2015","te puna wai","no",3,3,2,163.254379256984
"CONC",1960,800,141.36,"3","2","2015","te puna wai","no",5,1,3,141.362619564356
"CONC",1960,800,126.07,"3","3","2015","te puna wai","no",3,3,3,126.074441996792
"CONC",1960,800,72.96,"3","3","2015","te puna wai","no",3,3,3,72.9620366224031
"CONC",1960,800,32.48,"3","2","2015","te puna wai","no",3,3,3,32.4800609247359
"CONC",1964,1200,154.45,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,154.453217702884
"CONC",1964,1200,115.96,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",5,3,2,115.960656054102
"CONC",1964,1200,84.56,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,84.56016640765
"CONC",1964,1200,156.1,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,156.095421160121
"PE",2002,635,244.33,"1","1","2015","te puna wai","no",3,3,1,244.330637354963
"CONC",1995,450,122.22,"2","None","None","CCTV app","yes",5,1,1,122.215118719704
"CONC",1964,1050,17.94,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",3,1,2,17.9435737881321
"CLS",1973,910,812.06,"4","None","None","None","no",1,1,5,812.061076479383
"CONC",1959,570,94.98,"3","3","2015","te puna wai","no",1,1,3,94.9846481519641
"CONC",1964,2100,290.61,"2","2","2010","CCTV Footage Review Log South_Latest.xls","no",1,1,2,290.611324247909
"CONC",2003,800,83.16,"1","None","None","None","no",1,3,1,83.160787198308
"CONC",1964,2100,471.7,"2","2","2010","te puna wai","no",1,1,2,471.699159313591
"CONC",2006,550,71.06,"1","None","None","None","no",1,3,1,71.0621965484632
"CONC",1964,1800,278.37,"3","3","2016","te puna wai","no",3,3,2,278.368331637624
"CONC",1964,1050,222.27,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,222.267953599994
"CONC",1961,1350,675.87,"4","4","2016","te puna wai","yes",1,1,3,675.874353632469
"CONC",1964,1050,177.9,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,177.89910645953
"CONC",1964,1050,177.64,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,177.644211484324
"CONC",1961,1350,90.35,"4","4","2016","te puna wai","yes",1,1,3,90.3458230603749
"CONC",1961,1350,85.7,"4","4","2016","te puna wai","yes",1,1,3,85.6971257037
"CONC",1964,1800,308.25,"3","3","2016","te puna wai","no",3,3,2,308.248701716956
"CONC",1964,1540,4.04,"2","None","None","None","no",3,3,1,4.03992832647586
"CONC",1965,450,183.87,"2","2","2009","te puna wai","no",5,1,2,183.873123482071
"CONC",2012,910,35.32,"2","2","2016","te puna wai","no",5,1,1,35.3233416727289
"BRICK",1911,840,136.84,"2","1","2015","te puna wai","no",3,1,4,136.844820886354
"CONC",1965,900,468.64,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,468.635877181108
"BRICK",1911,840,289.18,"2","1","2015","te puna wai","no",1,1,4,289.183881149423
"CONC",1965,900,143.04,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,143.037787494048
"CONC",1965,900,129.37,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,129.374579455717
"BRICK",1911,840,91.9,"3","2","2015","te puna wai","no",1,1,4,91.8967399624322
"BRICK",1911,840,43.46,"3","2","2015","te puna wai","no",1,1,4,43.4617308918226
"BRICK",1911,840,16.55,"2","1","2015","te puna wai","no",1,1,4,16.546934252176
"CONC",2005,825,44.32,"1","None","None","None","no",1,3,1,44.323131493256
"CONC",1965,450,182.63,"2","2","2009","te puna wai","no",5,1,2,182.632966098703
"CONC",1986,400,72.07,"2","2","2003","CCTV Footage Review Log South_Latest.xls","no",5,1,1,72.0675591941736
"CONC",1986,400,49.83,"2","1","2003","CCTV Footage Review Log South_Latest.xls","no",5,1,1,49.8274646529197
"CONC",1986,450,116.2,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,116.200547564982
"CONC",1986,450,63.33,"2","2","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,63.3287086398088
"CONC",1986,450,92.94,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,92.9358768322946
"CONC",1986,450,73.69,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,73.6912960410948
"CONC",1986,450,96.7,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,96.698419120667
"CONC",1986,400,80.61,"2","1","2003","CCTV Footage Review Log South_Latest.xls","no",5,1,1,80.6139113700294
"CONC",1959,570,103.49,"3","3","2016","te puna wai","no",1,1,3,103.485050663075
"CONC",1998,525,127.48,"1","None","None","None","no",1,3,1,127.482017917748
"CONC",1998,525,119.85,"1","None","None","None","no",1,3,1,119.847243651592
"CONC",1959,570,107.46,"2","2","2016","te puna wai","no",1,1,3,107.464250089522
"CONC",1976,450,78.57,"2","1","2011","te puna wai","no",1,1,2,78.5747072416894
"CONC",1976,450,95.08,"2","2","2016","te puna wai","no",1,1,2,95.0807222911358
"CONC",1976,450,11.77,"2","2","2016","te puna wai","no",1,1,2,11.7661971202001
"CONC",1998,525,54.21,"1","None","None","None","no",1,3,1,54.2053649393663
"CONC",1959,570,120,"2","1","2018","CCTV Footage Review Log South_Latest.xls","no",3,3,3,119.998249283973
"CONC",1959,570,121.97,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,3,121.966526359071
"CONC",1959,570,105.87,"2","1","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,3,105.869976281237
"CONC",1959,570,104.67,"2","1","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,3,104.670919156669
"CONC",1960,470,15.94,"3","3","2018","te puna wai","no",1,3,3,15.9412018203958
"PE",2009,500,106.25,"1","1","2009","te puna wai","no",1,3,1,106.2500229973
"PE",2019,1100,1943.98,"2","None","None","None","no",3,3,1,1943.98439842596
"CONC",1965,525,49.15,"2","2","2018","te puna wai","no",5,3,2,49.1481111671729
"CONC",1966,450,160.75,"2","2","2018","te puna wai","no",1,1,2,160.754517807179
"CONC",1988,450,129.44,"2","2","2010","te puna wai","no",1,1,1,129.441616150346
"PE",2005,450,83.49,"1","None","None","None","no",1,3,1,83.4920933358962
"CONC",1978,470,170.01,"2","2","2014","te puna wai","no",5,1,2,170.010699235627
"PE",2011,550,44.62,"2","None","None","None","no",5,3,1,44.6229473334354
"PE",2011,550,78.42,"1","1","2011","te puna wai","no",3,3,1,78.4187837276809
"CONC",1962,470,101.15,"2","1","2009","te puna wai","no",1,3,3,101.149775361014
"CONC",2006,550,274.72,"1","None","None","None","no",1,3,1,274.720729227318
"CONC",2003,800,216.51,"1","None","None","None","no",1,3,1,216.513737455829
"CONC",1962,525,58.53,"3","2","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,58.5273693041047
"CLS",1969,860,813.52,"4","None","None","None","no",1,1,5,813.515911622732
"PE",2011,900,593.32,"1","None","None","None","no",1,3,1,593.318856488705
"CLS",1964,910,224.68,"4","None","None","None","no",1,3,5,224.675804842465
"CLS",1964,910,25.29,"4","None","None","None","no",1,3,5,25.2893490176638
"CLS",2011,810,17.94,"1","None","None","None","no",1,3,1,17.9401672642638
"PE",2017,900,11.8,"1","None","None","None","no",1,1,1,11.7956001391821
"CONC",1963,724,133.61,"4","4","2016","te puna wai","no",1,1,3,133.607207955017
"BRICK",1911,1050,23.76,"4","3","2013","CCTV Footage Review Log South_Latest.xls","no",5,3,4,23.7600750891437
"CONC",1965,525,71.11,"2","2","2011","te puna wai","no",1,3,2,71.107091150907
"CONC",1965,525,47.18,"2","2","2011","te puna wai","no",1,3,2,47.178623391624
"BRICK",1911,1050,146.62,"4","3","2013","CCTV Footage Review Log South_Latest.xls","no",3,3,4,146.620955129543
"CONC",1988,450,156.21,"1","1","2015","te puna wai","no",1,1,1,156.210988331075
"CONC",1964,1050,214.19,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,214.190973848088
"CONC",1964,1050,209.38,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,209.383095775541
"VC",2004,450,55.83,"1","None","None","None","no",1,3,1,55.8309756851669
"PE",2021,900,55.92,"2","None","None","None","no",3,3,1,55.9186891705715
"CONC",1957,900,507.51,"2","2","2003","te puna wai","no",1,1,3,507.510503627627
"MS",1964,910,0.83,"4","None","None","None","no",1,3,5,0.829881075298411
"CONC",2016,825,157.72,"2","None","None","None","no",5,1,1,157.71596526261
"CONC",2016,975,239.74,"1","None","None","None","no",1,1,1,239.741621505801
"CONC",1964,900,41.16,"3","3","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,41.1550052058638
"CONC",1964,2100,572.98,"4","4","2009","te puna wai","no",1,1,2,572.980442808631
"CONC",2020,1100,202.03,"2","None","None","None","no",3,3,1,202.025011994064
"CONC",2021,1050,101.77,"2","None","None","None","no",3,3,1,101.772821907417
"CONC",1964,1800,177.28,"3","3","2016","te puna wai","no",1,3,2,177.27719379143
"CONC",1964,2100,595.02,"2","2","2009","te puna wai","no",1,1,2,595.015944582806
NA,NA,0,0,"3","None","None","None","no",3,3,3,1521.46913116443
"PE",2020,315,651,"1","None","None","None","no",1,3,1,651.246991291617
"CONC",1977,2550,222.35,"2","None","None","None","no",1,3,2,222.351009478512
"CONC",1977,2550,499.45,"2","None","None","None","no",1,3,2,499.449742197356
"CONC",1981,2550,288.14,"2","2","2016","te puna wai","no",1,1,2,288.144673131407
"CONC",1965,800,102.05,"2","2","2016","te puna wai","no",1,1,2,102.045329914583
"CONC",1977,2550,338.4,"2","None","None","None","no",1,3,2,338.404483229196
"CONC",1946,381,90.56,"3","3","2015","CCTV Footage Review Log South_Latest.xls","no",1,1,3,90.5596615807224
"CONC",1964,1350,23.95,"3","3","2016","te puna wai","no",1,3,2,23.9536639944779
"CONC",1965,300,74.68,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",5,3,2,74.6813262414021
"CONC",1964,2100,174.29,"3","3","2009","te puna wai","no",3,3,2,174.290238351159
"CONC",1946,675,2.55,"3","2","2013","te puna wai","no",3,1,3,2.54848073406284
"CONC",1964,375,0.69,"2","None","None","None","no",5,1,2,0.691164126252952
"CONC",1964,381,69.23,"2","1","2015","te puna wai","no",3,3,2,69.2295828439738
"CONC",1964,381,71.57,"1","1","2015","te puna wai","no",1,1,2,71.5741194950202
"CONC",1964,381,37.69,"1","1","2015","te puna wai","no",1,1,2,37.6899957440392
"CONC",1964,2100,1391.21,"3","3","2009","te puna wai","no",5,1,2,1391.21135253417
"CONC",1964,1549,194.41,"3","3","2006","te puna wai","no",5,1,1,194.409134320905
"CONC",1946,225,16.9,"3","3","2012","te puna wai","no",5,1,3,16.8973750594343
"CONC",1946,225,13.91,"2","None","None","None","no",1,1,3,13.9138768054634
"CONC",1965,318,61.64,"3","3","2020","CCTV Footage Review Log South_Latest.xls","no",5,3,2,61.6351026645039
"CONC",1964,2100,928.03,"4","4","2009","te puna wai","no",1,1,2,928.028462902793
"CONC",1912,910,20.27,"2","None","None","None","no",5,1,1,20.2685954355834
"CONC",1912,910,10.03,"2","2","2016","te puna wai","no",5,1,1,10.0272708374423
"CONC",1965,1054,4.95,"2","None","None","None","no",5,1,2,4.95188045131492
"Conc",2013,1050,240.6,"2","None","None","None","no",3,3,1,240.598243532992
"BRICK",1911,840,99.07,"3","2","2015","te puna wai","no",3,1,4,99.0708510226536
"BRICK",1911,840,54.59,"3","2","2015","te puna wai","no",3,1,4,54.5942090696535
"PE",2020,800,113.46,"1","None","None","None","no",1,3,1,113.457021418323
"PE",2020,800,98.08,"1","None","None","None","no",1,3,1,98.0751978231424
"PE",2021,800,53.72,"1","None","None","None","no",1,3,1,53.7968842843221
"CONC",1965,900,38.36,"2","None","None","None","no",1,3,2,38.3583280723465
"CONC",1964,1194,20.2,"2","None","None","None","no",1,3,2,20.1950587915856
"CONC",1946,600,107.07,"3","3","2011","te puna wai","no",1,1,3,107.07164034074
"CONC",1946,600,192.38,"2","2","2011","te puna wai","no",1,1,3,192.377124842494
"CONC",1960,381,72.28,"3","3","2018","te puna wai","no",1,3,3,72.2812304527895
"CONC",1964,1500,242.17,"3","3","2016","te puna wai","no",1,3,2,242.165397376476
"CONC",1965,600,91.32,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,91.3193543475288
"CONC",1946,675,22.77,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,22.7708737480659
"CONC",1992,600,87.14,"2","2","2018","te puna wai","no",1,3,1,87.1395782391825
"CONC",1992,600,65.41,"2","2","2018","te puna wai","no",1,3,1,65.4121405798026
"VC",1968,300,48.76,"2","2","2010","te puna wai","no",1,1,1,48.7561570011584
"VC",2002,300,39.08,"2","1","2010","te puna wai","no",5,1,1,39.0819016709908
"CONC",1988,375,37.51,"2","2","2014","te puna wai","no",1,1,1,37.5071246088137
"VC",2002,375,30.47,"3","3","2014","te puna wai","no",1,1,1,30.4701433707543
"CONC",1964,1500,109.12,"3","3","2016","te puna wai","no",1,3,2,109.118027406828
"CLS",1961,310,59.13,"4","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,3,5,59.1312617146909
"CONC",1965,600,88.52,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,88.5176527631518
"CONC",1971,300,112.09,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",5,3,2,112.094541598623
"CONC",1971,300,115.76,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,115.764514937399
"CONC",1971,300,73.31,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,73.3088111962754
"CONC",1957,381,89.83,"3","3","2018","te puna wai","no",1,3,3,89.8309352810326
"CONC",1957,381,80.56,"3","3","2018","te puna wai","no",1,3,3,80.5593435980225
"CONC",1960,381,97.45,"3","3","2018","te puna wai","no",1,3,3,97.4462174498538
"CLS",2019,1100,689.4,"2","None","None","None","no",5,1,1,689.400379380442
"CLS",2019,1000,83.31,"2","None","None","None","no",5,1,1,83.3122011345168
"CLS",1962,860,14.23,"5","None","None","None","no",5,1,5,14.2291575360209
"CLS",1962,860,3.54,"5","None","None","None","no",5,1,5,3.54236711800567
"CLS",1969,860,3.19,"5","None","None","None","no",5,1,5,3.19094046561987
"CLS",1962,860,3.05,"5","None","None","None","no",5,1,5,3.04692264764124
"CLS",1962,860,12.65,"4","None","None","None","no",1,1,5,12.6491868911688
"CLS",2011,810,9.28,"1","None","None","None","no",1,3,1,9.27511156335385
"CLS",2011,810,9.13,"1","None","None","None","no",1,3,1,9.1326098330863
"CLS",2011,810,5.37,"1","None","None","None","no",1,3,1,5.37167828355069
"CLS",1964,910,5.04,"3","2","2009","te puna wai","no",1,1,5,5.04225751909008
"CLS",1969,860,1.11,"4","None","None","None","no",1,1,5,1.10725629371047
"CONC",1973,600,10.66,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,10.6594170384487
"CONC",1962,750,106.26,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,106.255996438853
"CONC",1946,675,13.95,"3","3","2013","te puna wai","no",5,1,3,13.9511412149661
"CONC",1946,675,156.22,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,156.219623972603
"CONC",1946,675,172.17,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,172.168353574957
"CONC",1998,1600,308.94,"2","2","2014","te puna wai","no",5,3,1,308.942876936783
"CONC",1964,1500,132.58,"3","3","2016","te puna wai","no",1,1,2,132.579108579525
"CONC",1965,600,83.25,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,83.2488860247006
"CONC",1965,600,100.21,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,100.206055302501
"CONC",1965,600,78.75,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,78.7520036397661
"CONC",1965,600,65.73,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,65.7251660009798
"CONC",1965,600,93.12,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,93.1238784656786
"CONC",1965,600,87.13,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,87.1299547103683
"CONC",1997,600,60.39,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,1,60.389470530554
